date,hospital_id,hospital_type,location,daily_admissions,daily_discharges,emergency_cases,outpatient_visits,flu_cases,covid_cases,respiratory_cases,beds_occupied,icu_beds_occupied,oxygen_units_used,ventilators_used,temperature,rainfall,air_quality_index,festival_or_event,next_day_beds_needed,next_day_icu_needed,next_day_oxygen_needed
2025-06-13,1,medium,rural,36.0,47,17,98,6,1.0,10,111,8,26,3,23.0,40.64254857683789,157,1,119.0,12.0,69.0
2025-11-13,3,Small ,urban,,27,11,192,17,7.0,19,53,5,75,7,23.0C,2.8312778688779017,81,1,117.0,8.0,32.0
2025-04-30,2,small, rural,31.0,16,17,125,7,,7,71,16,79,1,24.0,27.528531727068213,159,0,79.0,13.0,64.0
2026-02-02,3,medium,Urban,33.0,16,24,101,14,,23,43,9,59,6,37.0,45.74210749258273,104,0,102.0,22.0,70.0
2026-05-07,5,medium,rural,32.0,42,15,185,23,,20,106,18,51,2,27.0,0.6640601729290041,170,0,54.0,12.0,22.0
2025-05-01,2,small,rural,35.0,23,20,96,10,4.0,9,79,13,64,4,38.0,9.624657531791351,195,0,62.0,14.0,65.0
2026-01-10,1,small,rural,48.0,44,10,150,24,14.0,28,78,9,35,3,23.0,41.496979660622166,105,1,99.0,21.0,43.0
2026-04-26,1,small,RURAL ,52.0,16,24,115,20,2.0,19,86,11,52,7,24.0,28.789623556115483,171,1,115.0,10.0,69.0
2026-03-24,1,medium,rural,28.0,20,7,114,8,1.0,9,57,19,67,7,nanC,16.925343971273644,130,0,98.0,11.0,51.0
2025-03-14,5,medium,rural,,40,12,173,21,10.0,16,52,5,45,2,35.0,3.2638378783231947,134,1,78.0,19.0,65.0
2025-03-04,5,small,urban,46.0,29,19,151,21,0.0,18,56,5,32,8,22.0C,49.88361316323296,122,1,63.0,15.0,69.0
2025-07-25,3,medium, rural,49.0,43,24,61,16,6.0,10,69,9,59,7,nanC,45.764497018963695,55,1,42.0,12.0,22.0
2025-11-23,3, medium,urban,48.0,33,13,67,7,9.0,22,58,17,21,6,nan,18.060802948790588,103,0,59.0,19.0,73.0
2025-06-22,2,Small ,urban,45.0,16,9,88,20,5.0,18,70,21,64,1,34.0,14.306752122915716,97,0,53.0,17.0,76.0
2025-10-11,4,medium,urban,25.0,29,17,105,15,3.0,22,56,5,34,8,31.0C,29.80217977388236,76,0,77.0,7.0,54.0
2026-05-05,2,small,urban,,35,23,83,22,8.0,22,76,15,24,5,29.0,33.29735830402321,135,0,68.0,20.0,67.0
2025-10-02,3,Small ,rural,30.0,15,20,153,23,10.0,15,61,6,23,1,22.0,35.969407778741015,165,1,77.0,15.0,59.0
2026-01-22,2,small,rural,23.0,22,23,188,18,9.0,19,57,16,38,7,20.0C,24.29428030948066,101,1,54.0,8.0,57.0
2025-04-20,3,medium,rural,22.0,26,8,69,8,13.0,29,111,24,57,3,26.0C,22.451888018498085,155,0,66.0,22.0,32.0
2025-03-24,5, medium,Urban,58.0,34,18,169,21,13.0,22,82,12,62,4,35.0C,18.11467450001024,61,0,60.0,22.0,74.0
2025-05-30,4,medium,urban,33.0,48,18,61,24,,16,52,8,40,2,39.0,31.28249564707265,72,1,91.0,18.0,76.0
2025-08-03,3,medium,rural,34.0,28,8,195,12,12.0,10,85,20,68,7,31.0,47.28575542205122,73,0,64.0,7.0,71.0
2025-04-12,1,medium,rural,,43,12,61,8,7.0,15,119,5,68,7,nanC,13.407161480596042,75,1,48.0,17.0,56.0
2025-06-03,1, medium,rural,27.0,44,15,173,5,5.0,19,99,5,46,7,20.0,10.294099408916058,124,0,97.0,17.0,64.0
2025-09-27,4,small,rural,28.0,45,19,81,20,1.0,24,102,18,43,2,20.0,13.3998633442189,97,1,93.0,15.0,71.0
2025-12-10,4,medium,rural,29.0,22,20,136,5,3.0,6,53,11,44,4,39.0,4.677970345616778,145,0,76.0,20.0,50.0
2026-05-04,4,medium,urban,32.0,49,10,160,8,,25,91,14,67,1,32.0,46.613344196048615,139,0,76.0,15.0,24.0
2025-10-08,2,medium,rural,24.0,23,17,173,23,,23,56,10,23,5,32.0,11.751564940595932,168,1,56.0,21.0,36.0
2026-01-04,4,small,rural,48.0,30,11,68,11,11.0,17,96,18,38,4,nanC,11.65094821984174,61,1,119.0,22.0,41.0
2025-03-25,5,medium,rural,59.0,16,8,101,9,14.0,6,60,22,74,4,29.0,41.31951558002776,84,1,94.0,15.0,41.0
2025-11-30,5,medium,urban,,22,8,158,18,14.0,19,100,24,58,6,22.0,40.80283785571618,57,1,56.0,10.0,40.0
2025-01-30,4,Small ,rural,36.0,27,21,53,16,14.0,15,77,24,47,6,nan,21.75072971701117,186,1,111.0,13.0,52.0
2025-05-27,4,small,rural,40.0,46,12,55,10,10.0,12,82,10,42,9,29.0,13.71064445620735,64,1,75.0,8.0,34.0
2025-02-04,3,small,rural,44.0,46,24,106,10,7.0,15,45,9,53,5,30.0,39.75057684642352,112,0,117.0,24.0,67.0
2025-07-09,3,medium,rural,32.0,27,14,90,13,5.0,24,119,19,47,2,37.0,7.330727857992114,92,1,54.0,15.0,60.0
2025-11-24,5,medium,urban,31.0,18,17,162,24,,24,59,19,73,1,29.0,31.865107826901195,133,0,74.0,18.0,75.0
2025-04-10,1, medium,rural,28.0,30,21,111,9,3.0,15,83,14,78,1,26.0,33.11160791647965,150,0,114.0,12.0,71.0
2026-04-05,3,Small ,urban,49.0,46,15,50,6,10.0,27,41,17,23,2,33.0,38.48657091484401,65,1,98.0,23.0,54.0
2025-02-07,5,medium,rural,41.0,32,12,191,12,8.0,26,49,9,45,4,32.0,7.275774139367957,73,0,42.0,8.0,27.0
2025-02-15,1,medium,Urban,25.0,43,21,140,23,1.0,13,101,11,64,1,27.0C,31.302735449040064,65,1,91.0,8.0,32.0
2026-01-11,3,small,rural,30.0,37,6,167,19,3.0,13,99,21,43,8,26.0,20.78138910145776,153,1,82.0,11.0,60.0
2025-12-20,4,Small ,urban,39.0,49,21,188,21,0.0,12,84,21,32,9,33.0,42.57907000086187,198,1,67.0,8.0,77.0
2025-04-01,3,Small ,urban,55.0,19,23,57,22,6.0,7,92,14,31,2,31.0C,32.05430517910797,197,0,91.0,21.0,74.0
2026-03-19,3,medium,urban,,28,10,162,13,,26,115,9,49,5,28.0,11.71625328252634,175,0,81.0,9.0,78.0
2026-02-11,1,small,urban,40.0,32,13,184,10,,22,104,13,36,9,38.0,31.147702209169086,194,0,61.0,16.0,64.0
2025-08-07,1,medium,urban,23.0,17,9,196,15,,15,109,7,54,7,21.0,15.18675231125497,125,0,86.0,5.0,20.0
2025-09-08,1,small,rural,51.0,41,17,104,10,12.0,8,116,17,44,2,20.0,34.33393058620647,157,0,111.0,15.0,64.0
2025-05-14,5,small,urban,37.0,48,24,104,14,1.0,9,105,19,20,6,22.0C,9.329504843658375,80,0,102.0,16.0,25.0
2025-08-13,1,MEDIUM,rural,43.0,42,18,90,19,1.0,16,103,24,79,9,32.0C,7.0691777108170095,142,0,106.0,10.0,62.0
2025-04-25,1,medium,urban,31.0,42,14,114,13,5.0,20,81,6,41,8,29.0,12.232752730235651,140,0,101.0,6.0,35.0
2025-07-29,4,small,RURAL ,,49,10,57,17,2.0,28,101,16,54,4,23.0,32.82813511998262,169,0,77.0,15.0,52.0
2025-07-26,5,small,urban,22.0,39,15,94,11,0.0,29,42,12,22,7,nan,13.284278243313176,76,0,60.0,5.0,74.0
2025-11-29,1,small,urban,,23,15,194,11,4.0,15,63,19,59,7,30.0C,23.72667813112204,188,0,100.0,24.0,58.0
2025-09-09,4,MEDIUM,urban,54.0,43,8,94,12,7.0,27,111,15,64,7,30.0,12.180739599109714,161,1,102.0,23.0,25.0
2025-12-21,2,medium,urban,51.0,48,23,152,6,6.0,15,67,8,77,7,37.0C,43.18948114825017,134,1,105.0,15.0,58.0
2026-01-28,5, medium,urban,48.0,28,14,66,7,9.0,27,102,10,68,1,37.0,29.31177493903808,142,1,106.0,10.0,44.0
2025-02-08,1,small,urban,23.0,33,7,194,13,4.0,13,42,8,27,5,24.0,43.85637809492509,98,0,98.0,16.0,25.0
2026-02-05,3,small, rural,30.0,15,24,151,6,4.0,6,80,14,37,3,34.0C,26.65276450473556,139,0,44.0,5.0,47.0
2025-05-22,5,small,urban,35.0,22,16,140,18,5.0,26,105,9,51,7,23.0,28.63851383434729,163,0,77.0,22.0,49.0
2025-10-29,5,medium,urban,43.0,49,8,162,13,0.0,25,97,20,50,4,36.0,14.97115624015533,172,0,88.0,17.0,60.0
2026-03-13,2,small,rural,43.0,24,20,106,12,6.0,8,60,18,45,8,36.0,36.63063496201994,116,1,84.0,11.0,67.0
2025-04-27,2,small,urban,56.0,20,16,94,11,4.0,11,50,16,47,6,34.0,41.94196683826352,81,1,82.0,12.0,67.0
2025-11-09,2,small, rural,26.0,25,24,99,20,5.0,5,103,22,56,1,26.0,49.30883986418474,196,1,57.0,15.0,61.0
2025-08-15,2,small,Urban,32.0,40,17,78,18,3.0,14,79,12,53,7,24.0,32.171447475866536,77,0,49.0,20.0,44.0
2025-01-21,2,medium,urban,54.0,36,17,65,12,13.0,21,98,13,70,1,35.0,32.19539785338824,153,0,102.0,11.0,75.0
2026-04-20,3,small,rural,51.0,45,8,94,24,13.0,16,75,20,42,8,30.0C,42.50663673425184,189,0,47.0,13.0,60.0
2025-05-23,4, medium,rural,26.0,35,13,154,14,9.0,20,77,22,49,3,28.0,40.97478426930262,156,1,76.0,18.0,32.0
2025-10-21,4,medium,urban,22.0,33,9,87,19,6.0,15,93,16,66,2,21.0,48.27243173003106,71,1,66.0,10.0,21.0
2025-10-30,1, medium,rural,38.0,48,11,158,9,8.0,16,88,17,60,9,34.0,5.007749875338346,51,0,62.0,24.0,27.0
2026-02-13,5,medium,urban,56.0,49,21,97,14,0.0,28,50,5,32,1,21.0,38.89924857854684,190,0,116.0,15.0,26.0
2026-03-18,5,medium,RURAL ,49.0,45,24,75,6,6.0,27,41,17,58,6,29.0,20.55636391296896,135,0,115.0,9.0,49.0
2025-01-04,5,small,Urban,37.0,20,11,90,23,7.0,23,94,10,42,7,31.0,11.642927843804712,54,1,78.0,8.0,62.0
2025-03-08,2,small,urban,26.0,17,9,180,15,,23,62,19,74,2,25.0C,1.2322202318161335,169,1,85.0,22.0,30.0
2025-07-10,2,medium,rural,37.0,37,18,88,6,2.0,16,54,15,60,2,nan,32.296394651151964,144,0,74.0,5.0,21.0
2025-05-08,4,MEDIUM,urban,42.0,19,22,199,7,0.0,20,93,5,40,6,27.0,21.902203795269187,155,0,111.0,23.0,45.0
2025-12-09,3,small,urban,26.0,35,19,172,22,12.0,17,97,14,50,4,31.0,7.215602184374076,83,0,53.0,11.0,44.0
2025-09-04,4,medium,urban,37.0,33,10,51,14,8.0,18,69,17,59,1,nan,34.58888195709912,141,1,50.0,17.0,74.0
2026-04-01,2,small,urban,36.0,39,5,185,23,0.0,20,115,10,48,7,27.0C,2.24302788138585,113,1,99.0,16.0,27.0
2025-01-01,4,medium,rural,,48,24,79,21,12.0,5,87,9,60,1,37.0C,31.586120916329204,116,0,57.0,24.0,55.0
2025-05-04,3,medium,urban,27.0,43,14,196,12,,11,45,20,63,9,31.0,41.02537521160546,186,0,89.0,24.0,74.0
2025-05-28,3,medium,Urban,41.0,19,18,194,21,12.0,17,75,8,34,2,35.0,1.3304183038842066,181,0,97.0,17.0,52.0
2025-07-20,2,small,urban,44.0,26,16,157,22,11.0,9,43,9,25,6,36.0C,14.612447836969396,184,0,87.0,13.0,64.0
2026-03-30,5,small,urban,30.0,48,10,86,21,5.0,7,87,19,64,6,nanC,39.50416249857189,174,0,81.0,7.0,20.0
2026-02-27,2, medium,rural,37.0,21,23,62,19,9.0,27,69,9,74,2,22.0,48.29183344037918,134,1,64.0,5.0,36.0
2025-02-16,2,small,rural,37.0,29,13,147,13,6.0,23,91,8,32,7,28.0,3.763935832583681,78,1,80.0,23.0,24.0
2025-06-05,1, medium,urban,,31,22,142,20,11.0,21,95,8,63,8,36.0C,6.30550708393125,185,1,67.0,24.0,37.0
2025-09-05,1,small, rural,36.0,48,8,130,18,9.0,28,50,17,74,2,20.0,33.71467868500123,152,0,115.0,24.0,37.0
2026-02-28,2,medium,urban,34.0,28,9,80,13,6.0,12,64,5,36,1,22.0,8.739249394168297,158,1,67.0,16.0,65.0
2026-04-28,2,medium,rural,,45,9,168,17,14.0,11,69,6,55,9,26.0,0.8484564657733229,111,1,62.0,13.0,56.0
2025-03-07,4,medium,rural,31.0,26,23,159,19,4.0,22,111,11,76,9,23.0,46.53361277811992,119,1,62.0,19.0,74.0
2026-02-22,2,medium,urban,53.0,44,10,196,8,6.0,12,62,11,37,9,33.0C,49.22879481880565,72,1,113.0,15.0,42.0
2025-09-29,1,small,urban,59.0,34,15,90,15,13.0,23,81,14,28,8,32.0,31.658933744788616,90,0,60.0,15.0,50.0
2026-01-16,2,medium,urban,30.0,44,20,147,13,0.0,14,45,11,63,5,33.0C,24.39500976396509,79,1,95.0,13.0,74.0
2025-07-31,4,Small ,rural,56.0,25,9,136,15,9.0,11,54,11,43,9,39.0C,8.437471919911477,151,1,91.0,19.0,38.0
2025-10-16,3,medium,rural,32.0,30,23,195,12,13.0,24,74,19,74,2,38.0C,40.98385013902296,77,0,53.0,11.0,24.0
2026-02-23,5,small,urban,54.0,28,11,112,16,,12,113,15,42,4,25.0,33.32036523474595,161,1,86.0,22.0,25.0
2025-12-13,3,small,urban,47.0,17,16,147,24,12.0,10,107,10,39,1,32.0,11.823745611934728,66,1,79.0,24.0,63.0
2025-09-28,3,small,rural,34.0,21,18,128,16,2.0,20,93,15,71,9,20.0,45.61041183907628,164,1,81.0,14.0,28.0
2025-12-16,5,medium,urban,56.0,16,22,134,13,7.0,26,119,5,36,5,34.0C,16.000805654369586,167,0,55.0,16.0,64.0
2025-01-04,5,small,Urban,37.0,20,11,90,23,7.0,23,94,10,42,7,31.0,11.642927843804712,54,1,78.0,8.0,62.0
2026-02-02,3,medium,Urban,33.0,16,24,101,14,,23,43,9,59,6,37.0,45.74210749258273,104,0,102.0,22.0,70.0
2025-07-21,3,Small ,urban,58.0,21,21,68,15,0.0,28,87,13,64,3,37.0,14.740861917338345,191,1,94.0,10.0,30.0
2025-11-30,5,medium,urban,,22,8,158,18,14.0,19,100,24,58,6,22.0,40.80283785571618,57,1,56.0,10.0,40.0
2025-05-07,5,Small , rural,36.0,20,12,142,15,,21,103,6,41,3,35.0,42.18643963551288,197,0,93.0,5.0,40.0
2025-12-07,1,medium,urban,38.0,41,15,135,8,9.0,28,52,13,24,4,nan,31.50093403094137,141,1,109.0,14.0,74.0
2025-02-02,4,small,urban,59.0,22,8,192,21,6.0,19,101,22,65,2,31.0,6.670816776160354,64,1,96.0,22.0,76.0
2025-02-15,1,medium,Urban,25.0,43,21,140,23,1.0,13,101,11,64,1,27.0C,31.302735449040064,65,1,91.0,8.0,32.0
2025-08-03,3,medium,rural,34.0,28,8,195,12,12.0,10,85,20,68,7,31.0,47.28575542205122,73,0,64.0,7.0,71.0
2025-06-26,3,medium, rural,23.0,39,20,156,11,10.0,26,106,18,45,8,30.0C,1.6711786217751878,99,1,63.0,19.0,59.0
2026-05-02,1,MEDIUM, rural,52.0,33,10,115,19,7.0,12,113,16,36,7,32.0C,0.700725876302849,145,0,110.0,5.0,54.0
2026-01-17,5,medium,urban,42.0,35,6,60,20,3.0,21,95,13,74,5,35.0C,10.21282339681982,61,1,43.0,8.0,54.0
2025-02-17,5,small, rural,40.0,47,21,169,6,2.0,16,80,23,24,2,nanC,5.6198513588006485,63,1,70.0,14.0,44.0
2025-12-05,5,medium,urban,54.0,16,19,190,24,5.0,10,71,22,45,1,34.0,20.54712761750549,185,1,75.0,21.0,70.0
2025-01-17,4,small,urban,57.0,34,14,64,24,10.0,21,111,24,78,8,38.0,38.79386272348465,180,0,64.0,24.0,79.0
2026-04-26,1,small,RURAL ,52.0,16,24,115,20,2.0,19,86,11,52,7,24.0,28.789623556115483,171,1,115.0,10.0,69.0
2026-05-04,4,medium,urban,32.0,49,10,160,8,,25,91,14,67,1,32.0,46.613344196048615,139,0,76.0,15.0,24.0
2025-05-30,4,medium,urban,33.0,48,18,61,24,,16,52,8,40,2,39.0,31.28249564707265,72,1,91.0,18.0,76.0
2026-03-10,3,Small ,urban,26.0,28,13,70,8,12.0,8,49,10,57,4,23.0,12.414373981542298,148,1,114.0,14.0,33.0
2025-08-05,4,small,rural,34.0,16,14,176,19,9.0,6,60,24,43,7,nan,15.079343493677577,67,0,44.0,18.0,64.0
2025-12-24,5,small,urban,46.0,22,13,141,8,5.0,12,42,5,61,2,37.0,7.193807769489008,164,0,47.0,11.0,74.0
2025-05-19,2,medium,Urban,45.0,34,7,125,6,7.0,14,58,14,62,3,21.0C,42.0174088794254,64,0,95.0,18.0,62.0
2025-03-15,2,medium,urban,,22,15,168,8,0.0,19,78,19,65,7,32.0,41.09196613764512,60,0,67.0,14.0,33.0
2025-09-15,5,small,rural,33.0,32,19,87,21,3.0,9,97,20,60,5,20.0,31.53176474915402,132,0,95.0,23.0,67.0
2025-10-17,4,small,rural,,40,14,175,17,2.0,10,53,11,24,1,32.0C,49.96751502361001,172,1,111.0,15.0,39.0
2026-01-31,5,small,rural,51.0,16,21,97,8,8.0,21,82,12,66,5,31.0C,23.196813172744545,56,0,56.0,23.0,73.0
2025-06-04,3,medium,RURAL ,42.0,32,17,155,24,3.0,20,97,17,64,9,26.0C,17.624052347167556,172,1,95.0,8.0,63.0
2025-10-22,4,medium,rural,59.0,24,9,113,5,7.0,22,66,10,21,4,38.0,45.7907174095372,52,1,52.0,18.0,48.0
2025-03-20,4,small,urban,30.0,16,21,110,23,5.0,24,56,8,43,1,32.0C,49.12412903006239,129,1,69.0,16.0,60.0
